WKT,Latitude,Longitude,Name,Category,Time,Description,Classification
POINT (129.0326242 35.0982708),35.0982708,129.0326242,Seoul Samgyetang,Korean,09:30 - 22:00. Closed on Mondays.,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.0288079 35.1450721),35.1450721,129.0288079,Seogane Ori,Korean,10:30 - 22:00. Closed on Mondays.,"Grilled Duck. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (128.9039872 35.07988749999999),35.0798874,128.9039872,Sangole,Korean,11:30 - 22:00. Breaktime 15:00 - 17:00.,"Roasted Duck. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (129.119634 35.1695),35.1695,129.119634 ,Jangsusam,Korean,11:00 - 20:00. Closed on Tuesdays.,"Samgyetang. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.5184612 33.5187518),33.5187518,126.5184612,Tammora,Indian,Temporarily closed,,Muslim friendly restaurant
POINT (126.3716203 33.2383021),33.2383021,126.3716203,Narnia Restaurant,"Western, Korean",07:00 - 10:30. 12:00 - 16:00. 17:00 - 21:30.,"There is a pork menu. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.8765187 33.3808012),33.3808012,126.8765187,Seongsan Bomaljuk Kalguksu,Korean,07:30 - 20:00. Closed on Sundays.,"Noodle Soup with Top Shells. Pork dishes are served in the summer.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.7080092 37.4411529),37.4411529,126.7080092,Hwaremu,Japanese,17:00 - 23:00. Closed on Sundays.,"Lamb cuisine. No pork included. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (126.9810257 37.56539819999999),37.5653981,126.9810257,Toh Lim ,Chinese,11:30 - 20:00. Breaktime 14:30 - 18:00.,"Chinese course meal. There is a pork menu. However, if you call the store and tell them in advance, they will remove the pork menu and prepare cooking utensils and bowls separately. They don't use halal meat.
A restaurant certified as Muslim-friendly by the Korean government.",Muslim friendly restaurant
POINT (127.0655 37.54143750000001),37.5414375,127.0655,Bandung Restaurant,Indonesian,11:00 - 22:00.  Breaktime 15:00 - 16:30.,They don't use halal meat.,Muslim friendly restaurant
POINT (126.7789451 37.43858),37.43858,126.7789451,Giver Kebab,Turkish,09:30 - 20:00. Closed on Sundays.,Kebab. No pork included. They don't use halal meat.,Muslim friendly restaurant
POINT (126.9214111 37.4841978),37.4841978,126.9214111,London Kebab,Turkish,10:00 - 23:30. Closed on Sundays.,They don't use halal meat.,Muslim friendly restaurant
POINT (128.8824602 35.2345922),35.2345922,128.8824602,Ceylon,South East Asia,,,Muslim friendly restaurant
POINT (126.9236488 37.5648662),37.5648662,126.9236488,Indian Grill,Indian,"11:30 - 21:00. Weekdays Breaktime 15:00 - 17:00. Closed on Mondays, Tuesdays.",,Muslim friendly restaurant
POINT (126.9818969 37.58449510000001),37.5844951,126.9818969,Scheongdong Sujaebi,Korean,11:00 - 20:00. ,Sujebi. No pork included.,Muslim friendly restaurant
POINT (127.1105404 37.5132039),37.5132039,127.1105404,The Makan,Malaysian,11:30 - 21:30 . Monday 17:00 -. Breaktime 15:00 - 17:00.,They don't use halal meat.,Muslim friendly restaurant
POINT (126.983149 37.5636503),37.5636503,126.983149 ,Lb Stick,Korean,,Myeongdong Night Market,Muslim friendly restaurant
POINT (126.9822801 37.5636535),37.5636535,126.9822801,Dorner Chicken Kebab,Turkish,,Myeongdong Night Market,Muslim friendly restaurant
POINT (126.9843839 37.5637462),37.5637462,126.9843839,Yaday Kebab,Turkish,,Myeongdong Night Market,Muslim friendly restaurant
POINT (126.9839868 37.5637174),37.5637174,126.9839868,Black Bean Noodle,Chinese,Myeongdong Night Market.,Jajangmyeon,Muslim friendly restaurant
POINT (126.984681 37.5628746),37.5628746,126.984681 ,Lamb Stick,Chinese,Myeongdong Night Market.,Lamb stick,Muslim friendly restaurant
POINT (126.9345396 33.4621851),33.4621851,126.9345396,Kim Myung-ja Gulgukbap,Korean,06:30 - .,Oyster soup. There is a spicy beef soup. That is not halal.,Muslim friendly restaurant
POINT (126.9848851 37.5619388),37.5619388,126.9848851,Grilled Chicken Skewers,Korean,Myeongdong Night Market,,Muslim friendly restaurant
POINT (126.9849557 37.5616399),37.5616399,126.9849557,Ahmed Kebab,Turkish,Myeongdong Night Market,,Muslim friendly restaurant
POINT (126.9236932 37.5622089),37.5622089,126.9236932,Jalan Yeonn,Indonesian,12:00 - 22:00. ,They don't use halal meat.,Muslim friendly restaurant
POINT (128.7602618 37.9796415),37.9796415,128.7602618,Warung Patrick,Indonesian,11:00 - 19:00. ,They don't use halal meat.,Muslim friendly restaurant
POINT (127.1488956 37.8298449),37.8298449,127.1488956,Warung Doni,Indonesian,Only open on weekends.,,Muslim friendly restaurant
POINT (127.1381708 35.8437102),35.8437102,127.1381708,Hot Kebab,Turkish,11:00 - 21:00. ,,Muslim friendly restaurant
POINT (126.9326794 37.54703960000001),37.5470396,126.9326794,Mapo Son Kalguksu,Korean,09:00 - 21:00. Closed on Mondays.,Kalguksu. No pork included.,Muslim friendly restaurant
POINT (126.9982497 37.5327668),37.5327668,126.9982497,Dukkeobi Sikdang,Korean,10:00 - 19:00.,"Grilled fish. There is a pork menu, but it is known as a good restaurant for Muslims nearby. The owner also has a good understanding of Muslims and cooks fish dishes separately from meat.",Muslim friendly restaurant
POINT (130.9065819 37.4839069),37.4839069,130.9065819,Bobae Sikdang,Korean,10:00 - 20:30. Closed on Sundays.,Mussel rice. No pork included.,Muslim friendly restaurant
POINT (126.9822394 37.5636535),37.5636535,126.9822394,Park Hyoshin Dakggochi,Korean,Myeongdong Night Market,Dakggochi,Muslim friendly restaurant
POINT (127.0365174 37.5004569),37.5004569,127.0365174,Chaegundaam,Korean,11:30 - 21:30. Breaktime 14:30 - 17:30. Closed on Sundays.,No pork included. There is vegeterian menu. They don't use halal meat.,Muslim friendly restaurant
POINT (126.9300353 37.5219749),37.5219749,126.9300353,March Rabbit Salad,Korean,10:00 - 20:00. Breaktime 15:00 - 17:00. Closed on Weekends.,Salad. No pork included. There is vegeterian menu. They don't use halal meat.,Muslim friendly restaurant
POINT (127.1051384 35.81542009999999),35.8154200,127.1051384,March Rabbit Salad,Korean,11:00 - 20:30. Breaktime 15:30 - 17:30. Closed on Sundays.,Salad. No pork included. There is vegeterian menu. They don't use halal meat.,Muslim friendly restaurant
POINT (127.0303725 37.4953323),37.4953323,127.0303725,March Rabbit Salad,Korean,09:30 - 20:30. Breaktime 15:00 - 16:00.,Salad. No pork included. There is vegeterian menu. They don't use halal meat.,Muslim friendly restaurant
POINT (126.9142483 37.5561612),37.5561612,126.9142483,Fresh Engineered,Korean,11:00 - 20:30. Breaktime 15:00 - 17:00. Closed on Sundays.,Salad. No pork included. There is vegeterian menu. They don't use halal meat.,Muslim friendly restaurant
POINT (126.9238407 37.5209253),37.5209253,126.9238407,Fresh Engineered,Korean,11:00 - 20:00. Closed on Sundays.,Salad. No pork included. There is vegeterian menu. They don't use halal meat.,Muslim friendly restaurant
POINT (128.6148946 34.89239),34.89239,128.6148946,Bismillah Restaurant,Korean,,Korean Restaurant,Muslim friendly restaurant
POINT (127.1319702 37.53896179999999),37.5389617,127.1319702,Registon Restaurant,Central Asian,13:00 - 22:00.,Uzbek Restaurant,Muslim friendly restaurant
POINT (126.9312625 37.5545855),37.5545855,126.9312625,Mazzika Kitchen,Middle East,Sat 17:00 - 21:00.,Egyption Restaurant,Muslim friendly restaurant
POINT (128.5905588 38.19204980000001),38.1920498,128.5905588,Chungchosoo Mulhoe,Korean,10:00 - 20:50.,Seafod restaurant. Mulhoe. The squid sundae contains beef and it's not halal.,Muslim friendly restaurant
POINT (127.4468132 36.8541672),36.8541672,127.4468132,Jincheon Halal Restaurant,Korean,,,Muslim friendly restaurant
POINT (127.484734 34.9669808),34.9669808,127.484734 ,Halal Food Suncheon,Central Asian,,Uzbek restaurant,Muslim friendly restaurant
POINT (127.4398092 37.2831746),37.2831746,127.4398092,Samarqand,Central Asian,10:00 - 22:00. Closed on Mondays.,Uzbek food.,Muslim friendly restaurant
POINT (126.9678167 37.5258499),37.5258499,126.9678167,Mohssen's Sweets,Cafe,08:00 - 20:00.,Arabic Desserts Cafe,Muslim friendly restaurant
POINT (126.9208125 37.5497937),37.5497937,126.9208125,Mohssen's Sweets,Cafe,12:00 - 22:00.,Arabic Desserts Cafe,Muslim friendly restaurant
POINT (127.054908 37.5394717),37.5394717,127.054908 ,Mohssen's Sweets,Cafe,11:00 - 20:00.,Arabic Desserts Cafe,Muslim friendly restaurant
POINT (127.020816 37.51797609999999),37.5179760,127.020816 ,Mohssen's Sweets,Cafe,12:00 - 22:00.,Arabic Desserts Cafe,Muslim friendly restaurant
POINT (126.701516 37.445153),37.445153,126.701516 ,Mohssen's Sweets,Cafe,12:00 - 22:00.,Arabic Desserts Cafe,Muslim friendly restaurant
POINT (127.0042357 37.58195009999999),37.5819500,127.0042357,Mohssen's Sweets,Cafe,12:00 - 21:00.,Arabic Desserts Cafe,Muslim friendly restaurant
POINT (126.9789736 37.570528),37.570528,126.9789736,Jilhal Bros,American,Weekdays 10:30 - 21:00. Breaktime 15:00 - 17:00. / Weekends 11:00 - 22:00,New York street food. No pork included. They don't use halal meat.,Muslim friendly restaurant
POINT (126.915386 37.549105),37.549105,126.915386 ,Tongyeongbagi ChungmuGimbap,Korean,10:00 - 20:30.,Gimbap with squid. No pork included.,Muslim friendly restaurant
POINT (127.0352848 37.5203574),37.5203574,127.0352848,Yeongdong Minmul Jangeo,Korean,11:30 - 01:00.,Grilled eel and Seafood. There is raw beef. It is not halal meat.,Muslim friendly restaurant
POINT (127.0148646 37.5646241),37.5646241,127.0148646,Haebin Kalguksu,Korean,11:00 - 22:00. Closed on Sundays.,Noodle soup(Kalguksu). No pork included.,Muslim friendly restaurant
POINT (126.9852507 37.563088),37.563088,126.9852507,Myeongdong Chungmugimbap,Korean,09:30 - 22:00.,Gimbap with squid. No pork included.,Muslim friendly restaurant
POINT (129.0215574 35.0788961),35.0788961,129.0215574,Mackerel Bakery,Korean,10:00 - until ingredients run out.,Mackerel-shaped bread. No pork included.,Muslim friendly restaurant
POINT (127.0528714 37.2944481),37.2944481,127.0528714,Ganges,Indian,11:00 - 21:00 Breaktime 15:30 - 17:00.,There is a pork menu.,Muslim friendly restaurant
POINT (127.0517814 37.5256448),37.5256448,127.0517814,Granology,Cafe,Weekdays 09:00 - 21:00. Weekends 10:00 - 19:00.,The cafe sells vegan menus. Halal certified brand.,Muslim friendly restaurant
POINT (126.9283075 37.5260292),37.5260292,126.9283075,Granology,Cafe,Weekdays 08:00 - 22:00. Weekends 09:00 - 22:00.,The cafe sells vegan menus. Halal certified brand.,Muslim friendly restaurant
POINT (129.042794 35.0929647),35.0929647,129.042794 ,Samjin Eomuk,Korean,09:00 - 19:00. ,Fish Cake Experience Center. Sells Lots of Fish Cake. There are fish cakes with pork in them.,Muslim friendly restaurant
POINT (127.0325905 37.5249265),37.5249265,127.0325905,Swon Gargen,Korean,11:00 - 21:00 Breaktime 15:00 - 16:00.,Grilled beef. Halal BBQ Reservation needed 3 days before. There is a pork menu.,Muslim friendly restaurant
POINT (129.0305316 35.09984439999999),35.0998443,129.0305316,Jongak jib,Korean,11:00 - 22:00.,Korean traditional Udon. No meat ingredient here.,Muslim friendly restaurant
POINT (129.1097975 35.1732855),35.1732855,129.1097975,Whale Coffee Roasters,Cafe,10:00 - 18:00. Closed on Tuesdays.,,Muslim friendly restaurant
POINT (126.9370339 37.5813283),37.5813283,126.9370339,Cafe Pokpo,Cafe,10:00 - 18:00. Closed on Tuesdays.,,Muslim friendly restaurant
POINT (129.1089322 35.1722956),35.1722956,129.1089322,Kurutos,Cafe,10:30 - 19:00.,East European style bakery with coffee. No animal ingredient.,Muslim friendly restaurant
POINT (129.0402169 35.11438409999999),35.1143840,129.0402169,Samjin Eomuk,Korean,09:00 - 21:00.,Fish Cake. There are also fish cakes with pork in them.,Muslim friendly restaurant
POINT (129.042549 35.0961199),35.0961199,129.042549 ,Momos coffee,Cafe,09:00 - 18:00.,,Muslim friendly restaurant
POINT (129.0362654 35.1011748),35.1011748,129.0362654,Jeontong Kalguksu,Korean,,"Kalguksu, Bibimbap. No pork included.",Muslim friendly restaurant
POINT (129.0413676 35.11619239999999),35.1161923,129.0413676,Samjin Eomuk,Korean,09:00 - 21:00.,Fish Cake. There are also fish cakes with pork in them.,Muslim friendly restaurant
POINT (129.0231772 35.0761945),35.0761945,129.0231772,Coffee Voice,Cafe,10:00 - 22:00.,,Muslim friendly restaurant
POINT (127.2679495 37.0083363),37.0083363,127.2679495,Bistro,Western,,,Muslim friendly restaurant
POINT (127.0214365 37.259197),37.259197,127.0214365,Kashkar Kebab,Turkish,,Kebab.,Muslim friendly restaurant
POINT (128.8970262 37.7594383),37.7594383,128.8970262,Dostuk,Central Asian,,,Muslim friendly restaurant
POINT (126.5975928 34.5687973),34.5687973,126.5975928,Al-Baraka,Central Asian,10:00 - 21:00.,Uzbek food. Asia Mart on here.,Muslim friendly restaurant
POINT (127.0677451 37.1434456),37.1434456,127.0677451,Vodiy,Central Asian,,Uzbek food. ,Muslim friendly restaurant
POINT (128.6208431 35.8457012),35.8457012,128.6208431,Bums Kebab,Turkish,,Kebab.,Muslim friendly restaurant
POINT (126.4853362 33.4643428),33.4643428,126.4853362,Chunshim,Korean,,,Muslim friendly restaurant
POINT (128.6703827 35.216497),35.216497,128.6703827,Warung Angklingan Baroka,Indonesian,,,Muslim friendly restaurant
POINT (127.4285916 36.3290156),36.3290156,127.4285916,Bali Resto,Indonesian,11:00 - 23:00.,,Muslim friendly restaurant
POINT (127.0045742 36.7813746),36.7813746,127.0045742,Naste Himalaya,Indian,9:00 - 22:00.,There is a pork menu.,Muslim friendly restaurant
POINT (127.0609637 37.5958154),37.5958154,127.0609637,Masala kitchen,Indian,12:00 - 21:00. Breaktime 15:00 - 17:00.,,Muslim friendly restaurant
POINT (127.2707546 37.0088481),37.0088481,127.2707546,Vodiy,Central Asian,,,Muslim friendly restaurant
POINT (126.8152232 37.30682159999999),37.3068215,126.8152232,Gohyang Janchiguksu,Korean,10:30 - 22:00. Closed on Saturdays.,Korean noodle,Muslim friendly restaurant
POINT (126.837463 37.5438789),37.5438789,126.837463 ,Halmae Guksu,Korean,11:40 - 18:30. Closed on Sundays.,Korean noodle,Muslim friendly restaurant
POINT (126.8993245 37.47234419999999),37.4723441,126.8993245,Sundaeng's Sujebi,Korean,10:00 - 15:00. Closed on Sundays.,Korean noodle soup,Muslim friendly restaurant
POINT (126.929239 37.4998491),37.4998491,126.929239 ,Jeukseok Bajilak Sonkalguksu,Korean,11:00 - 21:00. Breaktime 14:50 - 16:00. Closed on Mondays.,Korean noodle soup with calm,Muslim friendly restaurant
